age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
35,married,tertiary,188,no,no,26,aug,286,2,-1,0,no
37,married,unknown,189,no,no,1,oct,238,1,107,2,yes
38,divorced,secondary,2998,yes,no,11,jun,91,1,-1,0,no
77,married,secondary,610,no,no,13,aug,766,3,-1,0,no
32,single,unknown,787,no,no,28,jan,92,1,-1,0,no
43,divorced,secondary,167,no,no,4,aug,211,3,-1,0,no
36,single,tertiary,243,yes,no,7,may,160,2,360,3,no
29,married,tertiary,877,no,no,3,feb,166,3,-1,0,no
32,single,secondary,2817,yes,no,21,nov,195,1,-1,0,no
41,divorced,tertiary,4567,yes,yes,16,jul,106,1,-1,0,no
26,single,secondary,127,yes,yes,23,jul,85,3,-1,0,no
34,married,primary,176,no,no,24,jul,78,1,-1,0,no
57,married,tertiary,0,yes,yes,28,may,648,1,-1,0,yes
36,single,secondary,1482,yes,no,18,nov,177,2,174,1,no
42,married,secondary,3052,yes,no,27,may,32,1,-1,0,no
35,divorced,secondary,56,no,no,29,aug,24,12,-1,0,no
52,divorced,primary,278,yes,no,7,may,688,2,-1,0,no
36,single,tertiary,3875,yes,no,27,may,21,5,-1,0,no
46,married,secondary,-337,yes,no,27,may,112,1,-1,0,no
60,divorced,tertiary,366,no,no,3,jun,593,1,-1,0,yes
57,married,primary,501,yes,yes,7,aug,59,2,-1,0,no
48,married,tertiary,998,yes,no,29,jan,121,3,-1,0,no
59,married,primary,0,yes,no,28,,97,2,-1,0,no
39,married,tertiary,246,no,no,11,aug,86,2,-1,0,no
44,married,secondary,-182,yes,yes,14,may,10,10,-1,0,no
27,single,tertiary,446,no,no,23,jun,205,3,-1,0,no
59,married,secondary,1173,no,no,9,jun,77,2,-1,0,no
36,divorced,secondary,5957,yes,no,18,nov,138,2,-1,0,no
44,married,secondary,205,no,no,3,nov,289,1,-1,0,yes
50,married,secondary,0,no,no,4,aug,86,4,-1,0,no
41,divorced,tertiary,369,yes,no,22,aug,9,3,-1,0,no
47,married,secondary,1934,no,yes,14,,225,1,364,1,no
32,single,tertiary,259,no,no,22,jul,407,4,-1,0,no
38,married,secondary,284,yes,yes,3,jun,1030,6,-1,0,no
55,married,unknown,23,no,no,13,aug,123,2,-1,0,no
38,single,tertiary,1373,no,no,22,oct,119,4,-1,0,no
31,single,tertiary,62,yes,no,18,may,175,1,293,5,no
38,divorced,secondary,157,no,no,9,jun,299,5,-1,0,no
29,single,tertiary,991,no,no,5,feb,563,1,-1,0,no
55,married,secondary,186,yes,yes,9,may,241,1,-1,0,no
35,married,secondary,977,yes,no,4,may,52,4,91,1,no
40,single,tertiary,2893,no,no,2,jun,76,3,-1,0,no
34,married,secondary,1897,yes,yes,19,nov,441,1,-1,0,no
32,single,tertiary,5514,no,no,22,apr,319,1,182,1,yes
33,married,secondary,889,yes,no,18,sep,13,1,373,6,no
33,married,tertiary,273,yes,no,16,may,803,1,-1,0,yes
37,married,secondary,1193,no,no,12,may,396,2,-1,0,no
58,married,tertiary,2729,no,no,18,jun,188,1,-1,0,no
36,single,secondary,0,no,no,20,apr,637,1,-1,0,no
42,married,secondary,230,yes,no,5,jun,175,7,-1,0,no
34,single,secondary,2729,yes,no,6,apr,945,1,139,1,no
35,married,tertiary,317,yes,no,23,may,162,3,-1,0,no
60,married,primary,517,no,no,12,jun,1178,3,-1,0,no
50,married,tertiary,-470,yes,no,8,may,506,2,170,3,no
28,single,tertiary,4579,no,no,12,jan,409,2,-1,0,yes
27,divorced,secondary,1,yes,no,14,jul,116,3,-1,0,no
37,married,tertiary,5106,no,no,30,apr,244,1,-1,0,yes
31,married,tertiary,636,yes,no,4,may,352,4,-1,0,yes
34,married,secondary,1076,no,no,12,may,152,1,182,6,yes
38,married,tertiary,126,yes,no,21,may,164,2,-1,0,no
32,married,secondary,-33,yes,no,28,may,234,3,-1,0,no
37,married,secondary,430,no,no,27,aug,154,4,-1,0,no
33,married,secondary,-6,yes,no,7,may,566,2,-1,0,no
71,married,tertiary,383,no,no,27,oct,327,2,183,3,no
27,married,secondary,130,yes,no,7,may,265,3,-1,0,no
38,married,primary,2569,no,no,9,jun,172,1,-1,0,no
34,single,secondary,201,no,no,22,jul,257,2,-1,0,no
54,divorced,tertiary,0,no,no,13,may,618,1,-1,0,yes
30,married,secondary,6,yes,no,28,jan,241,3,-1,0,no
35,single,secondary,475,no,yes,21,jul,936,4,-1,0,no
33,single,secondary,706,yes,no,7,apr,329,1,322,1,no
36,married,secondary,1825,yes,no,14,may,24,1,346,1,no
59,married,tertiary,185,no,no,22,jun,177,5,138,1,no
72,married,primary,4415,no,no,13,oct,120,1,-1,0,no
64,married,tertiary,679,no,no,22,apr,135,3,-1,0,no
53,divorced,secondary,320,no,no,9,jul,175,1,-1,0,no
35,single,tertiary,2988,yes,no,25,may,179,1,-1,0,no
58,married,secondary,1407,yes,no,30,may,58,1,-1,0,no
40,married,secondary,1270,no,no,17,apr,342,2,-1,0,no
41,divorced,secondary,654,yes,no,13,may,139,2,-1,0,no
48,married,primary,5173,yes,no,18,jun,88,8,-1,0,no
44,married,tertiary,3463,yes,yes,28,aug,210,3,-1,0,no
39,married,unknown,0,no,no,2,feb,731,1,193,3,no
61,married,tertiary,6016,no,no,2,feb,670,3,-1,0,yes
36,married,primary,177,yes,no,12,may,63,5,-1,0,no
28,married,tertiary,3694,no,yes,8,jul,70,2,-1,0,no
58,single,secondary,1640,no,yes,4,feb,72,6,274,4,no
60,divorced,secondary,174,yes,no,15,may,241,1,364,1,no
66,single,secondary,10177,no,no,5,may,272,4,-1,0,no
36,single,tertiary,490,no,no,28,aug,207,8,98,1,yes
49,married,secondary,2576,yes,no,15,may,64,6,-1,0,no
40,married,secondary,0,no,no,12,jun,543,2,-1,0,no
23,single,secondary,598,no,no,30,apr,166,1,-1,0,no
29,single,tertiary,15459,no,no,26,may,245,3,97,7,no
44,married,primary,271,yes,yes,9,may,94,1,-1,0,no
54,married,unknown,2508,no,no,20,jun,34,8,-1,0,no
47,married,primary,320,no,no,30,jul,203,2,-1,0,no
33,married,tertiary,640,no,no,24,jul,318,1,-1,0,no
30,married,secondary,1772,yes,no,13,apr,158,4,-1,0,no
27,single,secondary,15,no,yes,21,jul,177,1,-1,0,no
49,divorced,tertiary,2370,yes,yes,17,nov,56,1,103,2,no
27,single,secondary,201,yes,no,4,jun,172,2,-1,0,no
51,married,secondary,160,yes,no,7,may,136,1,359,1,no
32,divorced,secondary,5,yes,yes,18,may,82,3,363,2,no
30,single,secondary,75,yes,no,16,may,123,1,-1,0,no
33,married,secondary,4902,yes,no,20,nov,110,1,-1,0,no
27,single,primary,-79,yes,no,30,may,385,5,-1,0,no
75,divorced,secondary,1341,no,no,18,dec,415,7,-1,0,yes
37,divorced,secondary,490,yes,no,2,feb,73,1,-1,0,no
36,single,secondary,1521,yes,no,16,jun,243,2,-1,0,no
37,married,secondary,131,yes,no,9,may,137,2,-1,0,no
35,married,tertiary,8,yes,no,23,may,55,4,-1,0,no
32,married,secondary,-632,yes,yes,20,apr,18,5,-1,0,no
32,single,secondary,116,no,yes,16,jul,255,2,-1,0,no
35,married,primary,189,yes,no,11,may,95,1,-1,0,no
31,married,primary,2,yes,yes,10,jul,112,1,-1,0,no
28,single,secondary,4229,yes,yes,5,may,205,2,-1,0,no
27,married,secondary,54,yes,no,18,may,97,1,370,1,no
22,single,unknown,549,no,no,2,sep,154,1,-1,0,no
35,married,primary,298,yes,no,13,may,135,2,370,2,no
69,married,primary,579,no,no,14,aug,230,1,-1,0,no
37,single,tertiary,1467,yes,yes,17,nov,349,1,-1,0,no
45,single,secondary,0,yes,no,8,may,38,1,-1,0,no
47,married,tertiary,109,yes,no,22,jul,268,1,-1,0,no
52,married,tertiary,-11,yes,no,11,may,94,4,-1,0,no
33,married,secondary,90,yes,no,28,jul,263,2,-1,0,no
60,married,primary,493,no,no,18,aug,671,4,-1,0,yes
33,divorced,secondary,1897,yes,yes,2,jun,197,1,-1,0,no
44,married,secondary,2403,yes,no,28,jan,180,2,-1,0,no
38,married,secondary,868,no,no,20,nov,452,2,-1,0,no
54,married,secondary,653,yes,no,15,may,352,1,-1,0,no
32,divorced,primary,0,no,no,15,jul,175,4,-1,0,no
33,married,secondary,0,yes,yes,19,nov,163,2,-1,0,no
55,divorced,secondary,218,yes,no,29,may,200,2,-1,0,no
51,married,primary,5050,no,yes,16,jun,75,7,-1,0,no
48,married,secondary,741,yes,no,16,apr,227,1,-1,0,no
37,single,secondary,1050,yes,no,3,feb,586,3,-1,0,no
33,single,secondary,-56,no,yes,10,jul,119,5,-1,0,no
30,married,primary,1,yes,yes,22,jul,80,2,-1,0,no
43,married,primary,-98,yes,yes,12,may,112,2,330,3,no
49,married,secondary,4667,yes,no,19,may,130,2,-1,0,no
54,married,primary,541,yes,no,3,feb,237,3,-1,0,no
31,married,tertiary,7744,no,no,26,aug,377,8,-1,0,no
54,married,unknown,895,no,no,7,oct,335,1,-1,0,yes
36,married,secondary,-129,yes,no,29,jul,121,3,-1,0,no
30,married,secondary,0,no,no,15,jul,127,5,-1,0,no
27,single,secondary,158,no,no,1,jul,650,2,-1,0,yes
30,married,secondary,122,yes,no,16,may,107,1,-1,0,no
30,married,secondary,673,yes,no,20,may,610,2,-1,0,no
35,divorced,secondary,0,no,no,25,aug,124,4,-1,0,no
33,divorced,secondary,411,yes,no,8,may,216,1,-1,0,no
43,divorced,primary,-97,yes,yes,31,jul,747,4,-1,0,no
41,married,secondary,-217,yes,no,11,may,313,1,349,3,no
41,divorced,tertiary,5037,no,no,23,apr,252,9,185,5,yes
46,divorced,secondary,2232,no,no,13,feb,121,1,-1,0,yes
54,married,secondary,-932,yes,no,7,may,799,1,-1,0,no
32,married,tertiary,913,yes,no,23,jun,883,1,674,4,no
30,single,tertiary,236,yes,no,16,may,197,1,-1,0,no
40,married,primary,0,yes,no,11,jul,271,2,-1,0,no
30,married,primary,2581,no,no,12,may,221,2,-1,0,no
27,married,secondary,639,no,yes,14,jul,243,3,-1,0,no
41,married,primary,849,yes,no,15,may,72,1,-1,0,no
54,married,secondary,386,yes,no,2,aug,155,2,-1,0,no
32,single,tertiary,1218,yes,no,28,jan,70,2,-1,0,no
31,married,tertiary,2603,yes,no,11,feb,280,4,-1,0,yes
42,married,secondary,-921,yes,no,26,may,115,2,-1,0,no
48,married,primary,607,no,no,20,jun,29,2,-1,0,no
34,married,primary,79,yes,no,14,may,406,2,-1,0,no
55,divorced,secondary,61,yes,yes,25,aug,113,3,-1,0,no
49,married,secondary,1091,no,no,30,jul,47,2,-1,0,no
46,divorced,tertiary,743,no,no,5,jun,36,2,-1,0,no
47,married,unknown,209,yes,no,6,may,135,2,-1,0,no
24,single,tertiary,172,no,no,3,jul,67,2,-1,0,no
58,married,secondary,2,no,no,16,jun,684,1,-1,0,no
32,single,tertiary,41,no,no,21,aug,686,5,-1,0,yes
25,single,secondary,1116,yes,no,2,mar,170,3,-1,0,no
49,married,secondary,-55,no,no,17,jun,150,3,-1,0,no
59,divorced,secondary,5845,no,no,14,may,1060,2,-1,0,yes
30,single,tertiary,329,yes,no,6,jun,122,16,-1,0,no
46,married,secondary,494,yes,no,26,may,724,1,-1,0,no
42,married,unknown,1519,no,no,19,oct,230,1,92,1,yes
37,married,tertiary,2685,no,no,20,jun,187,2,-1,0,no
44,married,primary,-14,yes,yes,19,may,179,4,-1,0,no
49,married,secondary,5673,no,yes,4,aug,357,3,-1,0,no
41,married,secondary,1459,no,no,5,jun,82,1,-1,0,no
48,married,tertiary,0,no,no,26,aug,176,15,-1,0,no
31,married,secondary,625,yes,no,7,apr,424,1,138,1,no
37,married,unknown,0,no,no,18,jun,115,1,-1,0,no
51,married,secondary,867,yes,no,3,feb,177,2,211,3,no
80,married,secondary,8304,no,no,9,jun,712,1,64,12,yes
32,single,tertiary,151,yes,no,6,may,118,1,-1,0,no
48,married,primary,-583,yes,no,2,jun,25,7,-1,0,no
49,married,tertiary,1784,no,no,12,jun,753,1,-1,0,no
30,married,tertiary,3134,yes,no,17,jul,124,1,-1,0,no
27,single,secondary,49,yes,no,30,jan,208,2,-1,0,no
34,married,secondary,-346,no,no,13,aug,136,4,-1,0,no
49,married,secondary,1623,yes,no,19,nov,1081,2,-1,0,yes
48,married,tertiary,60,no,no,7,may,376,2,339,7,no
40,married,secondary,17,no,no,4,jun,78,1,-1,0,no
38,married,secondary,2008,yes,no,18,nov,354,1,-1,0,no
46,married,primary,91,yes,no,6,may,29,1,356,2,no
41,married,tertiary,171,yes,no,19,nov,209,1,191,4,no
28,single,tertiary,1027,yes,no,14,may,433,1,-1,0,no
51,married,unknown,5801,yes,no,29,may,147,2,-1,0,no
33,divorced,primary,142,yes,no,11,may,41,2,300,5,no
26,single,tertiary,205,no,no,26,may,111,1,-1,0,no
34,single,secondary,852,no,no,14,apr,108,2,-1,0,no
27,married,secondary,-584,yes,no,7,may,411,2,-1,0,no
42,married,secondary,97,no,no,10,jul,108,2,-1,0,no
45,married,secondary,204,yes,no,3,jun,224,2,-1,0,yes
31,single,secondary,628,yes,no,12,may,1083,2,-1,0,no
32,single,tertiary,311,no,no,12,may,757,2,-1,0,yes
39,married,primary,1564,no,no,17,jun,57,1,-1,0,no
26,single,secondary,856,yes,yes,30,jul,95,5,-1,0,no
40,single,tertiary,1509,no,no,15,mar,144,2,124,1,no
52,married,secondary,-888,no,no,16,jul,135,1,-1,0,no
40,single,tertiary,226,no,no,15,jan,176,2,-1,0,no
48,married,secondary,127,no,yes,7,aug,524,5,-1,0,no
31,married,secondary,413,yes,no,13,may,65,1,-1,0,no
27,married,secondary,710,yes,yes,6,may,653,1,334,2,yes
47,married,secondary,1233,yes,no,11,sep,91,1,100,2,yes
28,single,secondary,171,no,no,10,mar,93,1,-1,0,yes
40,divorced,tertiary,69,yes,no,6,may,503,2,280,2,no
34,married,secondary,1499,yes,no,13,apr,186,1,327,2,no
29,married,tertiary,751,yes,no,23,may,121,2,-1,0,no
36,married,tertiary,61,no,yes,19,aug,452,2,-1,0,no
83,married,primary,425,no,no,22,jun,883,1,140,1,yes
55,divorced,primary,2923,yes,no,15,may,104,2,-1,0,no
43,divorced,tertiary,99,no,no,29,jan,24,3,-1,0,no
23,single,secondary,1021,no,no,19,jun,79,9,-1,0,no
44,married,tertiary,1146,no,no,4,jul,178,2,-1,0,no
58,married,primary,781,yes,no,15,may,74,2,-1,0,no
29,single,secondary,1448,no,no,10,mar,217,1,184,7,no
30,single,tertiary,604,no,yes,2,feb,475,1,-1,0,no
29,single,secondary,-194,yes,no,7,may,127,1,-1,0,no
41,married,secondary,0,no,no,11,mar,101,1,-1,0,no
35,married,primary,0,yes,no,14,jul,340,3,-1,0,no
31,single,secondary,1014,yes,no,23,jul,158,4,-1,0,no
27,single,tertiary,73,no,no,29,jan,242,1,-1,0,no
47,married,secondary,2597,yes,no,16,may,323,1,-1,0,no
53,married,tertiary,2627,yes,yes,16,jun,18,30,-1,0,no
34,married,tertiary,1906,yes,no,14,jul,68,3,-1,0,no
34,married,primary,-319,yes,yes,9,jul,134,4,-1,0,no
36,married,tertiary,-296,yes,no,14,may,113,3,-1,0,no
40,married,secondary,169,yes,no,18,aug,43,4,-1,0,no
37,single,tertiary,556,no,no,17,jun,200,2,-1,0,no
65,divorced,unknown,300,no,no,2,aug,245,2,-1,0,no
53,divorced,secondary,751,yes,no,16,may,343,4,-1,0,no
28,single,secondary,126,no,no,3,mar,229,1,-1,0,no
33,divorced,tertiary,-386,yes,no,23,may,530,1,-1,0,no
56,married,primary,379,no,no,13,aug,58,5,-1,0,no
45,married,secondary,706,no,no,30,apr,78,2,176,1,no
39,married,secondary,9121,no,no,5,jun,147,1,-1,0,no
28,single,tertiary,1466,yes,no,25,jul,40,1,-1,0,no
36,married,primary,0,yes,no,18,nov,618,2,-1,0,no
41,married,primary,951,yes,no,20,apr,23,4,-1,0,no
46,married,secondary,368,no,no,20,aug,293,1,90,4,yes
41,married,secondary,121,yes,no,13,may,16,6,176,5,no
59,married,secondary,204,no,no,23,jul,286,2,-1,0,no
24,married,secondary,299,yes,no,6,may,209,1,321,1,no
34,married,tertiary,4170,yes,no,21,may,935,1,-1,0,no
40,married,primary,-335,yes,no,27,may,260,1,-1,0,no
42,married,secondary,3165,yes,no,16,jun,298,4,-1,0,no
50,married,secondary,254,yes,no,15,apr,397,2,337,1,no
25,single,tertiary,553,yes,no,17,sep,113,4,479,1,no
51,divorced,secondary,518,yes,no,17,nov,76,1,-1,0,no
50,married,tertiary,85,no,yes,1,jun,141,1,-1,0,no
37,married,unknown,603,yes,no,23,may,773,2,-1,0,no
21,single,secondary,361,no,no,5,jun,329,1,95,1,no
52,married,secondary,-98,yes,no,7,may,423,1,-1,0,no
55,married,primary,4424,no,no,5,aug,67,4,-1,0,no
26,single,secondary,2610,yes,yes,2,jun,626,1,-1,0,no
38,married,tertiary,3234,no,no,18,nov,578,2,-1,0,yes
32,married,secondary,687,yes,no,9,may,61,1,-1,0,no
31,married,secondary,631,yes,no,23,may,248,4,-1,0,no
34,single,secondary,341,no,yes,29,jan,136,1,262,3,no
33,single,tertiary,316,no,no,21,aug,126,3,-1,0,no
35,married,secondary,2,no,no,28,jan,653,3,-1,0,no
44,married,unknown,415,yes,no,14,may,7,7,-1,0,no
48,divorced,tertiary,507,yes,no,9,apr,528,1,-1,0,no
29,married,secondary,912,yes,no,13,may,785,1,-1,0,no
50,married,tertiary,0,no,no,9,jul,243,5,-1,0,no
37,married,primary,37,yes,no,13,may,24,2,362,1,no
44,single,secondary,2524,no,no,19,jun,82,1,-1,0,no
36,single,tertiary,9019,yes,no,11,jun,952,3,-1,0,no
49,divorced,unknown,39,yes,no,13,may,27,5,-1,0,no
31,married,secondary,0,yes,no,5,may,143,1,-1,0,no
49,divorced,secondary,265,yes,no,12,may,274,6,-1,0,no
35,single,secondary,0,yes,no,16,apr,1174,1,345,4,yes
57,divorced,unknown,4012,no,no,20,nov,915,1,-1,0,no
42,married,primary,1520,yes,no,5,feb,115,1,-1,0,no
36,divorced,secondary,-140,yes,no,26,may,222,2,-1,0,no
75,divorced,primary,852,no,no,15,mar,341,1,-1,0,no
38,single,secondary,578,yes,no,21,may,112,2,-1,0,no
40,married,primary,0,yes,no,6,may,64,2,-1,0,no
38,single,secondary,2253,yes,no,13,may,937,3,-1,0,yes
34,single,tertiary,1171,yes,no,10,jul,129,1,-1,0,no
29,single,tertiary,452,yes,no,11,may,59,1,-1,0,no
28,married,secondary,-97,yes,no,29,jan,79,1,225,2,no
79,married,secondary,4738,no,no,9,jul,151,5,-1,0,no
51,divorced,secondary,467,yes,no,19,may,83,1,-1,0,no
32,single,tertiary,0,no,no,6,aug,101,5,3,6,no
36,married,tertiary,495,no,no,5,aug,157,3,97,2,yes
38,married,secondary,157,no,yes,15,may,57,11,366,1,no
49,married,secondary,358,yes,yes,13,may,176,3,-1,0,no
42,married,secondary,292,yes,no,11,may,222,3,-1,0,no
43,married,primary,7343,yes,no,2,jun,217,4,-1,0,no
34,married,secondary,-563,yes,no,26,may,252,1,-1,0,no
59,single,secondary,351,yes,no,27,may,1063,5,-1,0,yes
35,married,primary,365,no,no,29,aug,41,2,-1,0,no
33,single,secondary,13494,yes,no,20,jun,27,25,-1,0,no
34,single,secondary,846,yes,no,17,apr,758,2,-1,0,no
64,married,secondary,1574,no,no,29,jul,301,3,-1,0,yes
34,married,tertiary,-28,yes,no,16,jul,574,1,-1,0,no
77,married,tertiary,0,no,no,16,oct,847,1,60,1,yes
57,married,primary,2927,no,yes,30,jul,78,5,-1,0,no
30,married,secondary,501,yes,yes,27,may,514,1,-1,0,no
56,divorced,primary,1238,no,no,5,jun,1558,1,-1,0,yes
49,married,unknown,301,no,no,14,aug,789,2,-1,0,no
73,married,primary,1388,no,no,20,jul,146,3,190,3,no
39,single,secondary,102,yes,no,14,aug,272,2,-1,0,no
57,divorced,primary,13,yes,no,8,may,323,2,368,2,no
32,married,secondary,413,yes,no,11,jul,712,2,-1,0,no
32,single,tertiary,4665,yes,no,21,may,860,2,-1,0,yes
45,married,secondary,638,yes,no,20,aug,75,9,-1,0,no
32,married,secondary,101,yes,no,19,may,191,4,-1,0,no
31,married,tertiary,1224,yes,yes,24,jul,1441,2,-1,0,yes
49,married,secondary,1103,no,no,12,aug,428,2,-1,0,no
29,married,secondary,3748,no,no,28,may,322,3,-1,0,no
55,married,secondary,955,yes,no,29,jan,104,1,-1,0,no
30,married,secondary,518,yes,no,8,may,127,1,-1,0,no
45,single,primary,1893,yes,no,3,jun,1259,6,-1,0,yes
39,married,tertiary,14,no,no,28,jan,114,2,-1,0,no
36,married,secondary,-423,yes,yes,13,may,106,1,-1,0,no
33,married,tertiary,3696,no,no,19,nov,305,1,182,3,no
36,married,tertiary,2987,yes,no,12,aug,307,1,-1,0,yes
31,single,secondary,433,no,no,11,aug,1504,2,-1,0,no
36,married,unknown,756,no,no,11,jul,396,3,-1,0,no
38,single,tertiary,0,yes,no,1,jun,71,1,-1,0,no
33,married,secondary,2727,no,no,6,aug,205,3,-1,0,no
40,married,secondary,93,yes,no,13,may,134,2,-1,0,no
31,married,secondary,1766,no,yes,5,jun,166,2,-1,0,yes
39,married,secondary,124,yes,no,31,jul,81,5,-1,0,no
33,married,tertiary,69,no,yes,4,may,77,2,-1,0,no
53,divorced,secondary,0,no,no,12,mar,80,2,-1,0,yes
38,married,tertiary,0,yes,no,13,may,537,5,303,2,no
59,married,secondary,259,no,no,15,jun,415,1,89,1,yes
55,married,primary,4103,no,no,19,nov,291,1,-1,0,no
38,single,tertiary,744,yes,no,14,may,283,1,288,12,no
48,married,secondary,116,yes,no,20,apr,70,4,-1,0,no
53,married,secondary,70,yes,no,5,may,611,2,-1,0,no
44,divorced,secondary,432,no,no,9,feb,132,3,-1,0,no
57,married,tertiary,1172,no,no,18,jun,26,1,-1,0,no
29,single,secondary,9,yes,no,11,may,262,3,-1,0,no
31,married,secondary,428,yes,no,21,may,272,1,-1,0,no
35,single,tertiary,7546,yes,no,28,dec,137,1,122,3,no
31,married,primary,620,no,no,30,mar,95,1,-1,0,no
35,married,tertiary,8647,no,no,19,nov,140,2,-1,0,no
40,single,secondary,192,yes,no,16,may,71,11,-1,0,no
39,married,secondary,0,yes,no,7,may,502,1,7,2,no
43,single,tertiary,27733,yes,no,3,jun,164,7,-1,0,no
44,married,primary,276,yes,yes,15,may,219,1,-1,0,no
29,single,secondary,113,no,no,12,feb,328,2,183,4,yes
40,married,secondary,782,yes,no,14,may,224,2,-1,0,no
33,married,primary,82,yes,no,18,nov,63,2,-1,0,no
46,married,tertiary,1008,no,no,29,aug,24,13,-1,0,no
27,single,tertiary,6421,no,no,28,jan,147,4,-1,0,no
26,single,secondary,443,no,no,30,jul,84,3,-1,0,no
41,married,secondary,351,yes,no,9,jul,175,1,-1,0,no
34,married,tertiary,5060,yes,no,21,aug,12,21,-1,0,no
39,single,tertiary,-41,no,yes,25,aug,40,15,-1,0,no
27,single,secondary,-124,no,no,18,jul,217,1,-1,0,no
31,married,secondary,79,yes,yes,23,jul,235,11,-1,0,no
44,single,secondary,3945,no,no,28,jan,255,1,-1,0,no
55,married,tertiary,197,no,yes,8,jul,256,1,-1,0,no
51,divorced,primary,837,no,no,30,jul,41,2,-1,0,no
50,married,tertiary,-94,no,yes,25,jun,75,1,-1,0,no
30,married,secondary,1743,yes,no,5,feb,192,4,-1,0,no
46,married,secondary,57,no,no,28,may,796,1,-1,0,yes
49,married,secondary,635,no,no,25,aug,220,3,-1,0,no
56,married,secondary,-113,yes,yes,12,aug,614,2,-1,0,no
47,divorced,secondary,225,no,no,28,aug,1126,4,-1,0,yes
30,married,secondary,124,no,no,16,jun,161,2,-1,0,no
36,single,secondary,475,no,no,25,jul,141,3,-1,0,no
40,married,tertiary,-7,no,yes,25,jul,697,1,-1,0,no
37,single,secondary,375,no,no,9,jun,223,2,-1,0,no
42,divorced,secondary,936,no,no,30,jan,931,1,-1,0,yes
45,married,secondary,1415,yes,no,17,nov,483,1,116,1,no
34,single,secondary,0,no,no,17,nov,63,2,-1,0,no
27,single,secondary,3638,no,no,11,jul,271,5,-1,0,no
30,married,secondary,-99,yes,no,15,may,144,5,-1,0,no
32,married,secondary,167,yes,yes,8,aug,79,3,-1,0,no
46,married,primary,19,yes,no,21,jul,171,1,-1,0,no
29,married,tertiary,242,yes,no,18,jul,73,4,-1,0,no
53,married,unknown,13,no,no,28,jan,69,1,-1,0,no
32,married,secondary,286,no,no,20,apr,60,1,343,4,no
49,married,secondary,769,yes,no,14,may,257,1,-1,0,no
35,married,tertiary,93,no,no,4,may,198,2,88,1,no
38,married,secondary,1663,yes,no,13,apr,217,3,327,1,no
39,married,primary,238,yes,yes,19,nov,134,1,-1,0,no
34,single,secondary,2178,yes,no,26,may,41,1,-1,0,no
42,married,primary,792,yes,yes,19,nov,611,2,175,12,no
35,single,unknown,871,yes,no,6,jun,216,3,-1,0,no
60,married,secondary,1025,no,no,6,aug,388,8,-1,0,no
57,divorced,secondary,63,yes,no,5,may,242,1,-1,0,no
31,single,secondary,16,no,no,7,jul,387,1,-1,0,no
29,single,secondary,417,no,no,7,oct,90,1,-1,0,no
41,married,secondary,3992,yes,no,20,nov,281,2,-1,0,no
46,married,primary,2749,yes,no,17,nov,332,1,-1,0,no
33,married,secondary,133,no,no,4,may,218,1,-1,0,yes
32,single,secondary,1721,yes,no,21,may,650,2,-1,0,no
54,divorced,tertiary,2171,yes,yes,18,nov,1034,1,-1,0,yes
37,married,secondary,4760,yes,no,8,may,182,2,169,2,no
32,single,secondary,2979,no,no,25,may,156,1,-1,0,no
43,married,tertiary,690,yes,no,6,aug,171,3,-1,0,no
50,divorced,secondary,203,yes,no,19,nov,265,1,127,4,no
34,married,secondary,322,yes,no,20,apr,10,3,-1,0,no
31,divorced,secondary,1210,no,no,16,jul,350,1,-1,0,no
43,married,secondary,634,yes,no,17,nov,65,1,131,1,no
49,married,secondary,273,no,no,23,jul,58,1,-1,0,no
22,single,unknown,47,no,no,3,jul,69,3,-1,0,no
35,married,tertiary,1100,no,yes,29,jan,127,2,-1,0,no
56,married,secondary,0,yes,no,19,nov,154,2,-1,0,no
53,married,secondary,0,no,no,31,jul,36,4,-1,0,no
54,married,tertiary,1544,no,yes,5,feb,85,7,196,3,no
32,single,unknown,6145,yes,no,14,may,362,1,287,13,no
41,married,secondary,28,yes,no,11,may,49,1,-1,0,no
40,married,secondary,1012,yes,no,6,may,410,1,-1,0,no
33,married,primary,245,yes,yes,8,may,253,3,-1,0,no
33,single,tertiary,1998,no,no,19,nov,570,1,-1,0,no
34,married,secondary,3990,yes,no,24,jul,633,7,-1,0,no
36,married,secondary,1328,yes,no,6,jun,82,4,-1,0,no
34,married,tertiary,412,yes,yes,8,jul,164,1,-1,0,no
55,married,primary,229,no,yes,9,jun,175,3,-1,0,no
28,single,tertiary,1562,no,no,15,feb,659,4,-1,0,yes
29,single,secondary,3432,yes,no,17,apr,139,2,-1,0,no
31,single,secondary,144,yes,no,4,jul,43,11,-1,0,no
52,married,tertiary,1339,yes,no,22,aug,343,5,-1,0,no
54,married,unknown,386,no,yes,19,nov,74,1,152,1,no
43,married,primary,7727,yes,no,15,may,302,8,-1,0,no
55,married,secondary,204,no,no,14,jul,455,13,-1,0,no
28,divorced,unknown,101,yes,no,28,may,126,4,-1,0,no
45,divorced,secondary,728,yes,yes,18,nov,107,1,-1,0,no
45,married,primary,2418,yes,no,14,may,120,1,-1,0,no
51,married,tertiary,2934,yes,no,18,nov,727,4,-1,0,no
42,single,secondary,0,yes,no,7,may,275,4,-1,0,no
43,single,unknown,181,no,no,28,jan,41,1,-1,0,no
34,married,tertiary,176,no,no,18,aug,61,4,-1,0,no
